0	1
Some locals believe the whole plague is some kind of a government conspiracy	Appeal_to_Authority
The local tradition is said to be one of the major causes of the spread of this disease	Causal_Oversimplification
Health officials suspect it’s no coincidence that the outbreak coincides with the time of year when families customarily exhume the remains of dead relatives	Causal_Oversimplification
The plague is a lie	Exaggeration,Minimisation
government is just exaggerating the problem	Exaggeration,Minimisation
government is just exaggerating the problem to get money ahead of an election next year	Doubt
it isn’t that anyone is putting this past a government to lie for profits	Doubt
the whole plague is some kind of a government conspiracy	Doubt
the bacteria can still be transmitted and contaminate whoever handles the body	Appeal_to_fear-prejudice
cash-strapped	Name_Calling,Labeling
know exactly what the reaction would be if a student paper refused to publish any pro-Islamist content	Appeal_to_fear-prejudice
Kicked Off	Loaded_Language
First they came for the Jews. And then they came for everyone else	Slogans
kicked off	Loaded_Language
the campus anti-Israel crowd	Name_Calling,Labeling
racist boycott movement	Name_Calling,Labeling
utterly unacceptable	Exaggeration,Minimisation
punch a Zionist today	Slogans
a toxic campus press	Name_Calling,Labeling
the absurd attacks	Loaded_Language
I have no doubt from the information circulated about me and campaign run against me prior to this vote that this was about my Jewish identity, and nothing more	Causal_Oversimplification
blatant agenda	Loaded_Language
why did a BDS-led campaign name and shame me for my affiliation with a Jewish organization, and call on students to remove me from student government for this reason	Doubt
If BDS is not anti-Semitic, why was I barred from participating in student government because of my Jewish identity	Doubt
Donald “Art of the Deal” Trump	Name_Calling,Labeling
Art of the Deal” Trump	Name_Calling,Labeling
they demonstrate their lack of understanding about how things work in Washington, D.C	Doubt
isn’t even questioning that ludicrous notion	Exaggeration,Minimisation
a grave threat to “national security	Exaggeration,Minimisation
suspension of logic and common sense	Loaded_Language
America’s sworn Cold War enemy	Flag-Waving
skate blissfully across the Cold War stage of history with nary any abuse or harassment at all	Exaggeration,Minimisation
Don’t make me laugh	Doubt
A blind man could see what was happening	Exaggeration,Minimisation
obviously sat on the request, undoubtedly hoping that he could get what he wanted in return if he just continued holding out and conveying that he was ready to release the records	Causal_Oversimplification
with some earthshattering new information	Exaggeration,Minimisation
the United States would fall into the ocean if Americans were finally permitted to see the CIA’s long-secret	Exaggeration,Minimisation
it is a virtual certainly that when Art of the Deal Trump sent out those two tweets, he was sending a message to the CIA as part of the negotiations	Causal_Oversimplification
Art of the Deal Trump	Repetition
the records undoubtedly contain more incriminating circumstantial evidence that fills in the mosaic of a U.S. national-security regime-change operation on November 22, 1963	Causal_Oversimplification
ridiculous and illogical	Loaded_Language
it knew would point to the CIA’s guilt in the assassination	Causal_Oversimplification
the obvious inference that people would draw — that the CIA was continuing to cover up incriminatory evidence	Causal_Oversimplification
ludicrous notion	Loaded_Language
is, well, laughable	Loaded_Language
Let’s state the obvious: The CIA records that are still being suppressed have nothing to do with “national security.” They have everything to do with covering up the CIA’s role	Causal_Oversimplification
a grave threat to “national security,” i.e., befriending the Russians (i.e., the Soviets) and Cubans and entering into peaceful coexistence with the communist world	Appeal_to_fear-prejudice
who had absolutely no motive to kill President Kennedy	Exaggeration,Minimisation
who Kennedy admired)	Whataboutism,Straw_Men,Red_Herring
For a more detailed analysis of motive, read FFF’s ebook	Appeal_to_Authority
the same motive that motivated the CIA and Pentagon to target other political leaders for regime change or assassination around that time	Causal_Oversimplification
a lone nut, former U.S. Marine communist	Name_Calling,Labeling
For anyone who has a critical, analytical, independent mindset, the official story is filled with holes	Doubt
and former World War II partner and ally)	Whataboutism,Straw_Men,Red_Herring
Red wife	Name_Calling,Labeling
or even an iota of harassment	Exaggeration,Minimisation
It skewers them	Loaded_Language
they call Julian Assange a traitor	Name_Calling,Labeling
self-avowed communist	Name_Calling,Labeling
They needed to get rid of Kennedy to protect national security and elevate Johnson, who had the same anti-communist mindset as the Pentagon and the CIA, to the presidency	Causal_Oversimplification
no doubt being told that he was being prepared for an important mission	Causal_Oversimplification
no government operation ever goes perfectly	Thought-terminating_Cliches
dreadfully wrong	Loaded_Language
shrouded in mystery	Loaded_Language
the United States did not fall into the ocean or fall to the communists	Exaggeration,Minimisation
So interesting	Thought-terminating_Cliches
earthshattering new	Loaded_Language
But how likely is that	Doubt
Give me what I want or I will release the records	Appeal_to_fear-prejudice
the CIA has argued that the release of any of its JFK records would threaten “national security	Flag-Waving
ERO has removed more than 1,700 foreign fugitives from the United States who were sought in their native countries for serious crimes, including kidnapping, rape and murder	Appeal_to_fear-prejudice
Imagine spending all that time studying Islam and yet still misunderstanding its true, peaceful message	Doubt
learned imams	Name_Calling,Labeling
We can only hope that learned imams such as Pope Francis and H.R. McMaster will go to Virginia forthwith and explain to Mohamad Jamal Khweis the proper understanding of the Religion of Peace	Doubt
I didn’t agree with their ideology,” Khweis said in an interview with Kurdistan24 in 2016. “Our daily life was basically prayer, eating, and learning about the religion for about eight hours	Repetition
drunken one	Loaded_Language
I ruined my life	Thought-terminating_Cliches
I ruined my life and my family’s life	Loaded_Language
executed his plan to perfection	Exaggeration,Minimisation
He was providing himself and his services to the organization	Repetition
botched investigation	Loaded_Language
This is not the Soviet Union, this is not Iran or Riyadh – this is America	Flag-Waving
incompetent, clueless authorities	Name_Calling,Labeling
still the incompetent, clueless authorities know nothing	Doubt
bumbling FBI	Name_Calling,Labeling
local and federal authorities are refusing to fill in the blanks	Doubt
That’s the information they seek to blackout	Doubt
habeas corpus	Repetition
illegal aliens	Repetition
illegal aliens	Repetition
illegal aliens	Repetition
illegal aliens	Repetition
had an attack of her legal conscience	Loaded_Language
she will not let it go quietly into the night	Loaded_Language
basing her assumption of authority over immigration based on the past Obama Regime Administrative Amnesty	Appeal_to_Authority
She is like Derrick Kahala Watson , a treasonous kritarch	Name_Calling,Labeling
throw a wrench	Loaded_Language
Impeachment for her and Watson is the solution	Black-and-White_Fallacy
Explode’	Loaded_Language
Black Death Epidemic Could ‘Explode’	Appeal_to_Authority
the epidemic could explode anytime	Loaded_Language
unleashing the sickness on the globe	Exaggeration,Minimisation
explode	Repetition
explode	Repetition
Explode’	Repetition
The epidemic is ahead of us, we have not yet reached the peak.”	Appeal_to_Authority
The tradition has been banned since the outbreak began	Causal_Oversimplification
local continue to balk that their rituals have contributed to the outbreak	Doubt
the deadly outbreak is entering its most dangerous phase	Appeal_to_Authority
the downward trend the plague had seen over the past few days, will likely turn upward again	Appeal_to_Authority
The outbreak has been fueled by performing the ancient practice of Famadihana	Causal_Oversimplification
Black Death	Name_Calling,Labeling
Black Death Epidemic Could ‘Explode’	Appeal_to_fear-prejudice
explode anytime unleashing the sickness on the globe	Appeal_to_fear-prejudice
entering its most dangerous phase	Appeal_to_fear-prejudice
It would take just one infected	Appeal_to_fear-prejudice
can still be transmitted and contaminate whoever handles the body	Appeal_to_fear-prejudice
The epidemic is ahead of us, we have not yet reached the peak	Appeal_to_fear-prejudice
I have done what I believe God wanted me to do,[	Appeal_to_fear-prejudice
